year,state,month,number,date,area,rain,wind,temp
2006,Alagoas,oct,32,01/01/2006,0,0,5.8,26.2
2007,Alagoas,oct,6,01/01/2007,3.2,0,4,24.6
2008,Alagoas,oct,18,01/01/2008,0,0,3.6,19.4
2009,Alagoas,oct,30,01/01/2009,6.36,0,4,23.3
2010,Alagoas,oct,16,01/01/2010,0,0,6.7,23.9
2011,Alagoas,oct,23,01/01/2011,15.34,0,4.9,20.9
2012,Alagoas,oct,28,01/01/2012,0,0,3.6,22.2
2013,Alagoas,oct,25,01/01/2013,0,0,1.8,23.8
2014,Alagoas,oct,7,01/01/2014,0.54,0,1.3,26.8
2015,Alagoas,oct,40,01/01/2015,0,0,2.7,14.2
2016,Alagoas,oct,74,01/01/2016,6.43,0,4,23.6
2017,Alagoas,oct,14,01/01/2017,0.33,0,2.2,19.1
1998,Alagoas,nov,19,01/01/1998,0,0,3.6,16.2
1999,Alagoas,nov,15,01/01/1999,1.23,0,1.8,25.5
2000,Alagoas,nov,2,01/01/2000,3.35,0,3.1,10.9
2001,Alagoas,nov,22,01/01/2001,0,0,8,14.8
2002,Alagoas,nov,50,01/01/2002,9.96,0,3.6,16.2
2003,Alagoas,nov,17,01/01/2003,0,0,4.5,17.3
2004,Alagoas,nov,28,01/01/2004,0,0,2.2,19.1
2005,Alagoas,nov,25,01/01/2005,0,0,8,8.9
2006,Alagoas,nov,12,01/01/2006,0,0,4,10.5
2007,Alagoas,nov,15,01/01/2007,0,0,4.9,19.3
2008,Alagoas,nov,37,01/01/2008,6.43,0,5.4,23.4
2009,Alagoas,nov,55,01/01/2009,9.71,0,4.9,11.8
2010,Alagoas,nov,31,01/01/2010,0,0,4,17.7
2011,Alagoas,nov,23,01/01/2011,0,0,3.1,17.4
2012,Alagoas,nov,95,01/01/2012,0,0,3.1,16.8
2013,Alagoas,nov,10,01/01/2013,0,0,2.7,17.9
2014,Alagoas,nov,14,01/01/2014,0,0,2.7,16.6
2015,Alagoas,nov,162,01/01/2015,82.75,0,4,19.9
2016,Alagoas,nov,76,01/01/2016,3.32,0,4.9,18.9
2017,Alagoas,nov,10,01/01/2017,1.94,0,8,15.5
1998,Alagoas,dec,32,01/01/1998,0,0,4.9,18.9
1999,Alagoas,dec,12,01/01/1999,0,0,4.9,18.9
2000,Alagoas,dec,2,01/01/2000,3.71,0,7.6,14.5
2001,Alagoas,dec,30,01/01/2001,5.39,0,6.3,4.6
2002,Alagoas,dec,95,01/01/2002,2.14,0,5.4,5.1
2003,Alagoas,dec,43,01/01/2003,6.84,0,0.9,4.6
2004,Alagoas,dec,71,01/01/2004,3.18,0,5.8,10.2
2005,Alagoas,dec,16,01/01/2005,5.55,0,5.4,11.2
2006,Alagoas,dec,30,01/01/2006,6.61,0,3.6,13.3
2007,Alagoas,dec,33,01/01/2007,61.13,0,9.4,13.7
2008,Alagoas,dec,34,01/01/2008,0,0,5.8,17.6
2009,Alagoas,dec,55,01/01/2009,38.48,0,4,18
2010,Alagoas,dec,45,01/01/2010,1.94,0,4,14.3
2011,Alagoas,dec,50,01/01/2011,70.32,0,3.1,24.5
2012,Alagoas,dec,59,01/01/2012,10.08,0,2.7,26.4
2013,Alagoas,dec,42,01/01/2013,3.19,0,9.4,22.7
2014,Alagoas,dec,24,01/01/2014,1.76,0,1.3,27.2
2015,Alagoas,dec,136,01/01/2015,7.36,0,4,26.1
2016,Alagoas,dec,155,01/01/2016,2.21,0,4.5,18.2
1998,Amapa,jan,0,01/01/1998,278.53,0,4.9,22.6
1999,Amapa,jan,0,01/01/1999,2.75,0,4.5,30.2
2000,Amapa,jan,2,01/01/2000,0,0,4.9,30.2
2001,Amapa,jan,0,01/01/2001,1.29,0,5.8,23.4
2002,Amapa,jan,7,01/01/2002,0,0,5.4,31
2003,Amapa,jan,31,01/01/2003,26.43,0,4,33.1
2004,Amapa,jan,38,01/01/2004,2.07,0,3.6,30.6
2005,Amapa,jan,109,01/01/2005,2,0,6.3,24.1
2006,Amapa,jan,6,01/01/2006,16.4,0,3.6,26.4
2007,Amapa,jan,0,01/01/2007,46.7,0,7.6,19.4
2008,Amapa,jan,2,01/01/2008,0,0,1.3,20.6
2009,Amapa,jan,4,01/01/2009,0,0,4,28.7
2010,Amapa,jan,2,01/01/2010,0,0,4.5,32.4
2011,Amapa,jan,0,01/01/2011,0,0,2.2,32.4
2012,Amapa,jan,30,01/01/2012,43.32,0,4.5,27.5
2013,Amapa,jan,3,01/01/2013,8.59,0,4.9,30.8
2014,Amapa,jan,10,01/01/2014,0,0,2.2,23.9
2015,Amapa,jan,14,01/01/2015,2.77,0,3.1,32.6
2016,Amapa,jan,19,01/01/2016,14.68,0,2.2,32.3
2017,Amapa,jan,2,01/01/2017,40.54,0,2.7,33.3
1998,Amapa,feb,0,01/01/1998,10.82,6.4,4.9,27.3
1999,Amapa,feb,1,01/01/1999,0,0.8,4.9,21.6
2000,Amapa,feb,0,01/01/2000,0,0.8,4.9,21.6
2001,Amapa,feb,0,01/01/2001,0,0.4,4.9,20.7
2002,Amapa,feb,2,01/01/2002,1.95,0,4.9,29.2
2003,Amapa,feb,0,01/01/2003,49.59,0,4.9,28.9
2004,Amapa,feb,2,01/01/2004,5.8,0,1.8,26.7
2005,Amapa,feb,1,01/01/2005,0,0,8.5,18.5
2006,Amapa,feb,2,01/01/2006,0,0,3.6,25.9
2007,Amapa,feb,0,01/01/2007,0,0,3.6,25.9
2008,Amapa,feb,0,01/01/2008,2.17,1.4,7.6,21.1
2009,Amapa,feb,0,01/01/2009,0.43,0,5.4,18.2
2010,Amapa,feb,0,01/01/2010,0,0,2.7,27.8
2011,Amapa,feb,3,01/01/2011,6.44,0,2.7,27.8
2012,Amapa,feb,5,01/01/2012,54.29,0,5.8,21.9
2013,Amapa,feb,0,01/01/2013,11.16,0,6.7,21.2
2014,Amapa,feb,2,01/01/2014,0,0,4,25.6
2015,Amapa,feb,1,01/01/2015,0,0,4.5,11.8
2016,Amapa,feb,1,01/01/2016,,,,
2017,Amapa,feb,0,01/01/2017,,,,
1998,Amapa,mar,0,01/01/1998,,,,
1999,Amapa,mar,2,01/01/1999,,,,
2000,Amapa,mar,0,01/01/2000,,,,
2001,Amapa,mar,0,01/01/2001,,,,
2002,Amapa,mar,0,01/01/2002,,,,
2003,Amapa,mar,1,01/01/2003,,,,
2004,Amapa,mar,0,01/01/2004,,,,
2005,Amapa,mar,0,01/01/2005,,,,
2006,Amapa,mar,0,01/01/2006,,,,
2007,Amapa,mar,0,01/01/2007,,,,
2008,Amapa,mar,1,01/01/2008,,,,
2009,Amapa,mar,1,01/01/2009,,,,
2010,Amapa,mar,2,01/01/2010,,,,
2011,Amapa,mar,0,01/01/2011,,,,
2012,Amapa,mar,1,01/01/2012,,,,
2013,Amapa,mar,0,01/01/2013,,,,
2014,Amapa,mar,1,01/01/2014,,,,
2015,Amapa,mar,2,01/01/2015,,,,
2016,Amapa,mar,5,01/01/2016,,,,
2017,Amapa,mar,0,01/01/2017,,,,
1998,Amapa,apr,0,01/01/1998,,,,
1999,Amapa,apr,0,01/01/1999,,,,
2000,Amapa,apr,0,01/01/2000,,,,
2001,Amapa,apr,0,01/01/2001,,,,
2002,Amapa,apr,0,01/01/2002,,,,
2003,Amapa,apr,2,01/01/2003,,,,
2004,Amapa,apr,0,01/01/2004,,,,
2005,Amapa,apr,0,01/01/2005,,,,
2006,Amapa,apr,0,01/01/2006,,,,
2007,Amapa,apr,0,01/01/2007,,,,
2008,Amapa,apr,2,01/01/2008,,,,
2009,Amapa,apr,0,01/01/2009,,,,
2010,Amapa,apr,2,01/01/2010,,,,
2011,Amapa,apr,0,01/01/2011,,,,
2012,Amapa,apr,2,01/01/2012,,,,
2013,Amapa,apr,2,01/01/2013,,,,
2014,Amapa,apr,0,01/01/2014,,,,
2015,Amapa,apr,0,01/01/2015,,,,
2016,Amapa,apr,0,01/01/2016,,,,
2017,Amapa,apr,3,01/01/2017,,,,
1998,Amapa,may,0,01/01/1998,,,,
1999,Amapa,may,0,01/01/1999,,,,
2000,Amapa,may,0,01/01/2000,,,,
2001,Amapa,may,0,01/01/2001,,,,
2002,Amapa,may,3,01/01/2002,,,,
2003,Amapa,may,0,01/01/2003,,,,
2004,Amapa,may,0,01/01/2004,,,,
2005,Amapa,may,0,01/01/2005,,,,
2006,Amapa,may,0,01/01/2006,,,,
2007,Amapa,may,0,01/01/2007,,,,
2008,Amapa,may,0,01/01/2008,,,,
2009,Amapa,may,2,01/01/2009,,,,
2010,Amapa,may,2,01/01/2010,,,,
2011,Amapa,may,2,01/01/2011,,,,
2012,Amapa,may,2,01/01/2012,,,,
2013,Amapa,may,0,01/01/2013,,,,
2014,Amapa,may,0,01/01/2014,,,,
2015,Amapa,may,0,01/01/2015,,,,
2016,Amapa,may,1,01/01/2016,,,,
2017,Amapa,may,1,01/01/2017,,,,
1998,Amapa,jun,0,01/01/1998,,,,
1999,Amapa,jun,2,01/01/1999,,,,
2000,Amapa,jun,0,01/01/2000,,,,
2001,Amapa,jun,0,01/01/2001,,,,
2002,Amapa,jun,0,01/01/2002,,,,
2003,Amapa,jun,0,01/01/2003,,,,
2004,Amapa,jun,5,01/01/2004,,,,
2005,Amapa,jun,2,01/01/2005,,,,
2006,Amapa,jun,0,01/01/2006,,,,
2007,Amapa,jun,0,01/01/2007,,,,
2008,Amapa,jun,0,01/01/2008,,,,
2009,Amapa,jun,1,01/01/2009,,,,
2010,Amapa,jun,0,01/01/2010,,,,
2011,Amapa,jun,0,01/01/2011,,,,
2012,Amapa,jun,7,01/01/2012,,,,
2013,Amapa,jun,1,01/01/2013,,,,
2014,Amapa,jun,0,01/01/2014,,,,
2015,Amapa,jun,3,01/01/2015,,,,
2016,Amapa,jun,2,01/01/2016,,,,
2017,Amapa,jun,2,01/01/2017,,,,
1998,Amapa,jul,0,01/01/1998,,,,
1999,Amapa,jul,0,01/01/1999,,,,
2000,Amapa,jul,0,01/01/2000,,,,
2001,Amapa,jul,1,01/01/2001,,,,
2002,Amapa,jul,1,01/01/2002,,,,
2003,Amapa,jul,0,01/01/2003,,,,
2004,Amapa,jul,2,01/01/2004,,,,
2005,Amapa,jul,0,01/01/2005,,,,
2006,Amapa,jul,0,01/01/2006,,,,
2007,Amapa,jul,0,01/01/2007,,,,
2008,Amapa,jul,0,01/01/2008,,,,
2009,Amapa,jul,4,01/01/2009,,,,
2010,Amapa,jul,2,01/01/2010,,,,
2011,Amapa,jul,5,01/01/2011,,,,
2012,Amapa,jul,3,01/01/2012,,,,
2013,Amapa,jul,1,01/01/2013,,,,
2014,Amapa,jul,4,01/01/2014,,,,
2015,Amapa,jul,5,01/01/2015,,,,
2016,Amapa,jul,1,01/01/2016,,,,
2017,Amapa,jul,3,01/01/2017,,,,
1998,Amapa,aug,1,01/01/1998,,,,
1999,Amapa,aug,0,01/01/1999,,,,
2000,Amapa,aug,3,01/01/2000,,,,
2001,Amapa,aug,12,01/01/2001,,,,
2002,Amapa,aug,18,01/01/2002,,,,
2003,Amapa,aug,14,01/01/2003,,,,
2004,Amapa,aug,9,01/01/2004,,,,
2005,Amapa,aug,4,01/01/2005,,,,
2006,Amapa,aug,11,01/01/2006,,,,
2007,Amapa,aug,5,01/01/2007,,,,
2008,Amapa,aug,4,01/01/2008,,,,
2009,Amapa,aug,20,01/01/2009,,,,
2010,Amapa,aug,1,01/01/2010,,,,
2011,Amapa,aug,16,01/01/2011,,,,
2012,Amapa,aug,19,01/01/2012,,,,
2013,Amapa,aug,9,01/01/2013,,,,
2014,Amapa,aug,18,01/01/2014,,,,
2015,Amapa,aug,40,01/01/2015,,,,
2016,Amapa,aug,37,01/01/2016,,,,
2017,Amapa,aug,33,01/01/2017,,,,
1998,Amapa,sep,20,01/01/1998,,,,
1999,Amapa,sep,4,01/01/1999,,,,
2000,Amapa,sep,19,01/01/2000,,,,
2001,Amapa,sep,95,01/01/2001,,,,
2002,Amapa,sep,73,01/01/2002,,,,
2003,Amapa,sep,88,01/01/2003,,,,
2004,Amapa,sep,67,01/01/2004,,,,
2005,Amapa,sep,97,01/01/2005,,,,
2006,Amapa,sep,112,01/01/2006,,,,
2007,Amapa,sep,61,01/01/2007,,,,
2008,Amapa,sep,83,01/01/2008,,,,
2009,Amapa,sep,188,01/01/2009,,,,
2010,Amapa,sep,63,01/01/2010,,,,
2011,Amapa,sep,128,01/01/2011,,,,
2012,Amapa,sep,168,01/01/2012,,,,
2013,Amapa,sep,85,01/01/2013,,,,
2014,Amapa,sep,137,01/01/2014,,,,
2015,Amapa,sep,192,01/01/2015,,,,
2016,Amapa,sep,142,01/01/2016,,,,
2017,Amapa,sep,95,01/01/2017,,,,
1998,Amapa,oct,42,01/01/1998,,,,
1999,Amapa,oct,25,01/01/1999,,,,
2000,Amapa,oct,42,01/01/2000,,,,
2001,Amapa,oct,194,01/01/2001,,,,
2002,Amapa,oct,557,01/01/2002,,,,
2003,Amapa,oct,355,01/01/2003,,,,
2004,Amapa,oct,412,01/01/2004,,,,
2005,Amapa,oct,335,01/01/2005,,,,
2006,Amapa,oct,405,01/01/2006,,,,
2007,Amapa,oct,162,01/01/2007,,,,
2008,Amapa,oct,395,01/01/2008,,,,
2009,Amapa,oct,765,01/01/2009,,,,
2010,Amapa,oct,265,01/01/2010,,,,
2011,Amapa,oct,304,01/01/2011,,,,
2012,Amapa,oct,475,01/01/2012,,,,
2013,Amapa,oct,385,01/01/2013,,,,
2014,Amapa,oct,480,01/01/2014,,,,
2015,Amapa,oct,827,01/01/2015,,,,
2016,Amapa,oct,793,01/01/2016,,,,
2017,Amapa,oct,468,01/01/2017,,,,
1998,Amapa,nov,131,01/01/1998,,,,
1999,Amapa,nov,26,01/01/1999,,,,
2000,Amapa,nov,157,01/01/2000,,,,
2001,Amapa,nov,406,01/01/2001,,,,
2002,Amapa,nov,1.096,01/01/2002,,,,
2003,Amapa,nov,750,01/01/2003,,,,
2004,Amapa,nov,949,01/01/2004,,,,
2005,Amapa,nov,685,01/01/2005,,,,
2006,Amapa,nov,207,01/01/2006,,,,
2007,Amapa,nov,198,01/01/2007,,,,
2008,Amapa,nov,266,01/01/2008,,,,
2009,Amapa,nov,1.019,01/01/2009,,,,
2010,Amapa,nov,339,01/01/2010,,,,
2011,Amapa,nov,282,01/01/2011,,,,
2012,Amapa,nov,969,01/01/2012,,,,
2013,Amapa,nov,341,01/01/2013,,,,
2014,Amapa,nov,484,01/01/2014,,,,
2015,Amapa,nov,1.3,01/01/2015,,,,
2016,Amapa,nov,1.161,01/01/2016,,,,
2017,Amapa,nov,858,01/01/2017,,,,
1998,Amapa,dec,84,01/01/1998,,,,
1999,Amapa,dec,41,01/01/1999,,,,
2000,Amapa,dec,30,01/01/2000,,,,
2001,Amapa,dec,593,01/01/2001,,,,
2002,Amapa,dec,200,01/01/2002,,,,
2003,Amapa,dec,411,01/01/2003,,,,
2004,Amapa,dec,777,01/01/2004,,,,
2005,Amapa,dec,38,01/01/2005,,,,
2006,Amapa,dec,74,01/01/2006,,,,
2007,Amapa,dec,14,01/01/2007,,,,
2008,Amapa,dec,32,01/01/2008,,,,
2009,Amapa,dec,123,01/01/2009,,,,
2010,Amapa,dec,43,01/01/2010,,,,
2011,Amapa,dec,360,01/01/2011,,,,
2012,Amapa,dec,422,01/01/2012,,,,
2013,Amapa,dec,148,01/01/2013,,,,
2014,Amapa,dec,354,01/01/2014,,,,
2015,Amapa,dec,269,01/01/2015,,,,
2016,Amapa,dec,491,01/01/2016,,,,
1998,Amazonas,jan,0,01/01/1998,,,,
1999,Amazonas,jan,3,01/01/1999,,,,
2000,Amazonas,jan,7,01/01/2000,,,,
2001,Amazonas,jan,3,01/01/2001,,,,
2002,Amazonas,jan,17,01/01/2002,,,,
2003,Amazonas,jan,158,01/01/2003,,,,
2004,Amazonas,jan,123,01/01/2004,,,,
2005,Amazonas,jan,44,01/01/2005,,,,
2006,Amazonas,jan,20,01/01/2006,,,,
2007,Amazonas,jan,37,01/01/2007,,,,
2008,Amazonas,jan,16,01/01/2008,,,,
2009,Amazonas,jan,9,01/01/2009,,,,
2010,Amazonas,jan,82,01/01/2010,,,,
2011,Amazonas,jan,53,01/01/2011,,,,
2012,Amazonas,jan,6,01/01/2012,,,,
2013,Amazonas,jan,37,01/01/2013,,,,
2014,Amazonas,jan,46,01/01/2014,,,,
2015,Amazonas,jan,35,01/01/2015,,,,
2016,Amazonas,jan,770,01/01/2016,,,,
2017,Amazonas,jan,65,01/01/2017,,,,
1998,Amazonas,feb,0,01/01/1998,,,,
1999,Amazonas,feb,43,01/01/1999,,,,
2000,Amazonas,feb,62,01/01/2000,,,,
2001,Amazonas,feb,8,01/01/2001,,,,
2002,Amazonas,feb,2,01/01/2002,,,,
2003,Amazonas,feb,62,01/01/2003,,,,
2004,Amazonas,feb,92,01/01/2004,,,,
2005,Amazonas,feb,6,01/01/2005,,,,
2006,Amazonas,feb,10,01/01/2006,,,,
2007,Amazonas,feb,92,01/01/2007,,,,
2008,Amazonas,feb,32,01/01/2008,,,,
2009,Amazonas,feb,3,01/01/2009,,,,
2010,Amazonas,feb,81,01/01/2010,,,,
2011,Amazonas,feb,30,01/01/2011,,,,
2012,Amazonas,feb,25,01/01/2012,,,,
2013,Amazonas,feb,16,01/01/2013,,,,
2014,Amazonas,feb,49,01/01/2014,,,,
2015,Amazonas,feb,107,01/01/2015,,,,
2016,Amazonas,feb,275,01/01/2016,,,,
2017,Amazonas,feb,52,01/01/2017,,,,
1998,Amazonas,mar,0,01/01/1998,,,,
1999,Amazonas,mar,7,01/01/1999,,,,
2000,Amazonas,mar,69,01/01/2000,,,,
2001,Amazonas,mar,6,01/01/2001,,,,
2002,Amazonas,mar,5,01/01/2002,,,,
2003,Amazonas,mar,64,01/01/2003,,,,
2004,Amazonas,mar,6,01/01/2004,,,,
2005,Amazonas,mar,12,01/01/2005,,,,
2006,Amazonas,mar,20,01/01/2006,,,,
2007,Amazonas,mar,6,01/01/2007,,,,
2008,Amazonas,mar,10,01/01/2008,,,,
2009,Amazonas,mar,11,01/01/2009,,,,
2010,Amazonas,mar,116,01/01/2010,,,,
2011,Amazonas,mar,49,01/01/2011,,,,
2012,Amazonas,mar,17,01/01/2012,,,,
2013,Amazonas,mar,49,01/01/2013,,,,
2014,Amazonas,mar,50,01/01/2014,,,,
2015,Amazonas,mar,46,01/01/2015,,,,
2016,Amazonas,mar,140,01/01/2016,,,,
2017,Amazonas,mar,45,01/01/2017,,,,
1998,Amazonas,apr,0,01/01/1998,,,,
1999,Amazonas,apr,2,01/01/1999,,,,
2000,Amazonas,apr,18,01/01/2000,,,,
2001,Amazonas,apr,1,01/01/2001,,,,
2002,Amazonas,apr,2,01/01/2002,,,,
2003,Amazonas,apr,11,01/01/2003,,,,
2004,Amazonas,apr,4,01/01/2004,,,,
2005,Amazonas,apr,5,01/01/2005,,,,
2006,Amazonas,apr,5,01/01/2006,,,,
2007,Amazonas,apr,0,01/01/2007,,,,
2008,Amazonas,apr,13,01/01/2008,,,,
2009,Amazonas,apr,1,01/01/2009,,,,
2010,Amazonas,apr,11,01/01/2010,,,,
2011,Amazonas,apr,5,01/01/2011,,,,
2012,Amazonas,apr,3,01/01/2012,,,,
2013,Amazonas,apr,20,01/01/2013,,,,
2014,Amazonas,apr,25,01/01/2014,,,,
2015,Amazonas,apr,24,01/01/2015,,,,
2016,Amazonas,apr,22,01/01/2016,,,,
2017,Amazonas,apr,20,01/01/2017,,,,
1998,Amazonas,may,0,01/01/1998,,,,
1999,Amazonas,may,0,01/01/1999,,,,
2000,Amazonas,may,51,01/01/2000,,,,
2001,Amazonas,may,0,01/01/2001,,,,
2002,Amazonas,may,8,01/01/2002,,,,
2003,Amazonas,may,2,01/01/2003,,,,
2004,Amazonas,may,0,01/01/2004,,,,
2005,Amazonas,may,8,01/01/2005,,,,
2006,Amazonas,may,4,01/01/2006,,,,
2007,Amazonas,may,0,01/01/2007,,,,
2008,Amazonas,may,1,01/01/2008,,,,
2009,Amazonas,may,3,01/01/2009,,,,
2010,Amazonas,may,13,01/01/2010,,,,
2011,Amazonas,may,6,01/01/2011,,,,
2012,Amazonas,may,12,01/01/2012,,,,
2013,Amazonas,may,19,01/01/2013,,,,
2014,Amazonas,may,12,01/01/2014,,,,
2015,Amazonas,may,10,01/01/2015,,,,
2016,Amazonas,may,30,01/01/2016,,,,
2017,Amazonas,may,40,01/01/2017,,,,
1998,Amazonas,jun,2,01/01/1998,,,,
1999,Amazonas,jun,7,01/01/1999,,,,
2000,Amazonas,jun,6,01/01/2000,,,,
2001,Amazonas,jun,5,01/01/2001,,,,
2002,Amazonas,jun,5,01/01/2002,,,,
2003,Amazonas,jun,3,01/01/2003,,,,
2004,Amazonas,jun,12,01/01/2004,,,,
2005,Amazonas,jun,78,01/01/2005,,,,
2006,Amazonas,jun,9,01/01/2006,,,,
2007,Amazonas,jun,23,01/01/2007,,,,
2008,Amazonas,jun,7,01/01/2008,,,,
2009,Amazonas,jun,13,01/01/2009,,,,
2010,Amazonas,jun,9,01/01/2010,,,,
2011,Amazonas,jun,22,01/01/2011,,,,
2012,Amazonas,jun,45,01/01/2012,,,,
2013,Amazonas,jun,56,01/01/2013,,,,
2014,Amazonas,jun,74,01/01/2014,,,,
2015,Amazonas,jun,33,01/01/2015,,,,
2016,Amazonas,jun,90,01/01/2016,,,,
2017,Amazonas,jun,119,01/01/2017,,,,
1998,Amazonas,jul,71,01/01/1998,,,,
1999,Amazonas,jul,11,01/01/1999,,,,
2000,Amazonas,jul,39,01/01/2000,,,,
2001,Amazonas,jul,9,01/01/2001,,,,
2002,Amazonas,jul,146,01/01/2002,,,,
2003,Amazonas,jul,180,01/01/2003,,,,
2004,Amazonas,jul,177,01/01/2004,,,,
2005,Amazonas,jul,676,01/01/2005,,,,
2006,Amazonas,jul,123,01/01/2006,,,,
2007,Amazonas,jul,116,01/01/2007,,,,
2008,Amazonas,jul,108,01/01/2008,,,,
2009,Amazonas,jul,199,01/01/2009,,,,
2010,Amazonas,jul,640,01/01/2010,,,,
2011,Amazonas,jul,271,01/01/2011,,,,
2012,Amazonas,jul,234,01/01/2012,,,,
2013,Amazonas,jul,248,01/01/2013,,,,
2014,Amazonas,jul,202,01/01/2014,,,,
2015,Amazonas,jul,356,01/01/2015,,,,
2016,Amazonas,jul,1.137,01/01/2016,,,,
2017,Amazonas,jul,1.975,01/01/2017,,,,
1998,Amazonas,aug,321,01/01/1998,,,,
1999,Amazonas,aug,259,01/01/1999,,,,
2000,Amazonas,aug,180,01/01/2000,,,,
2001,Amazonas,aug,501,01/01/2001,,,,
2002,Amazonas,aug,741,01/01/2002,,,,
2003,Amazonas,aug,1.867,01/01/2003,,,,
2004,Amazonas,aug,1.207,01/01/2004,,,,
2005,Amazonas,aug,2.316,01/01/2005,,,,
2006,Amazonas,aug,1.422,01/01/2006,,,,
2007,Amazonas,aug,2.241,01/01/2007,,,,
2008,Amazonas,aug,861,01/01/2008,,,,
2009,Amazonas,aug,1.321,01/01/2009,,,,
2010,Amazonas,aug,3.727,01/01/2010,,,,
2011,Amazonas,aug,1.243,01/01/2011,,,,
2012,Amazonas,aug,3.011,01/01/2012,,,,
2013,Amazonas,aug,1.276,01/01/2013,,,,
2014,Amazonas,aug,3.852,01/01/2014,,,,
2015,Amazonas,aug,4.564,01/01/2015,,,,
2016,Amazonas,aug,3.611,01/01/2016,,,,
2017,Amazonas,aug,6.316,01/01/2017,,,,
1998,Amazonas,sep,267,01/01/1998,,,,
1999,Amazonas,sep,216,01/01/1999,,,,
2000,Amazonas,sep,189,01/01/2000,,,,
2001,Amazonas,sep,166,01/01/2001,,,,
2002,Amazonas,sep,928,01/01/2002,,,,
2003,Amazonas,sep,1.401,01/01/2003,,,,
2004,Amazonas,sep,911,01/01/2004,,,,
2005,Amazonas,sep,2.812,01/01/2005,,,,
2006,Amazonas,sep,2.218,01/01/2006,,,,
2007,Amazonas,sep,1.36,01/01/2007,,,,
2008,Amazonas,sep,998,01/01/2008,,,,
2009,Amazonas,sep,3.091,01/01/2009,,,,
2010,Amazonas,sep,2.781,01/01/2010,,,,
2011,Amazonas,sep,1.295,01/01/2011,,,,
2012,Amazonas,sep,2.392,01/01/2012,,,,
2013,Amazonas,sep,1.739,01/01/2013,,,,
2014,Amazonas,sep,3.057,01/01/2014,,,,
2015,Amazonas,sep,5.882,01/01/2015,,,,
2016,Amazonas,sep,3.119,01/01/2016,,,,
2017,Amazonas,sep,4.033,01/01/2017,,,,
1998,Amazonas,oct,83,01/01/1998,,,,
1999,Amazonas,oct,479,01/01/1999,,,,
2000,Amazonas,oct,145,01/01/2000,,,,
2001,Amazonas,oct,332,01/01/2001,,,,
2002,Amazonas,oct,695,01/01/2002,,,,
2003,Amazonas,oct,725,01/01/2003,,,,
2004,Amazonas,oct,710,01/01/2004,,,,
2005,Amazonas,oct,545,01/01/2005,,,,
2006,Amazonas,oct,721,01/01/2006,,,,
2007,Amazonas,oct,215,01/01/2007,,,,
2008,Amazonas,oct,632,01/01/2008,,,,
2009,Amazonas,oct,2.189,01/01/2009,,,,
2010,Amazonas,oct,889,01/01/2010,,,,
2011,Amazonas,oct,694,01/01/2011,,,,
2012,Amazonas,oct,1.238,01/01/2012,,,,
2013,Amazonas,oct,1.202,01/01/2013,,,,
2014,Amazonas,oct,952,01/01/2014,,,,
2015,Amazonas,oct,2.494,01/01/2015,,,,
2016,Amazonas,oct,2.105,01/01/2016,,,,
2017,Amazonas,oct,1.581,01/01/2017,,,,
1998,Amazonas,nov,6,01/01/1998,,,,
1999,Amazonas,nov,32,01/01/1999,,,,
2000,Amazonas,nov,27,01/01/2000,,,,
2001,Amazonas,nov,244,01/01/2001,,,,
2002,Amazonas,nov,259,01/01/2002,,,,
2003,Amazonas,nov,169,01/01/2003,,,,
2004,Amazonas,nov,209,01/01/2004,,,,
2005,Amazonas,nov,261,01/01/2005,,,,
2006,Amazonas,nov,59,01/01/2006,,,,
2007,Amazonas,nov,90,01/01/2007,,,,
2008,Amazonas,nov,39,01/01/2008,,,,
2009,Amazonas,nov,973,01/01/2009,,,,
2010,Amazonas,nov,354,01/01/2010,,,,
2011,Amazonas,nov,399,01/01/2011,,,,
2012,Amazonas,nov,682,01/01/2012,,,,
2013,Amazonas,nov,220,01/01/2013,,,,
2014,Amazonas,nov,676,01/01/2014,,,,
2015,Amazonas,nov,1.054,01/01/2015,,,,
2016,Amazonas,nov,591,01/01/2016,,,,
2017,Amazonas,nov,552,01/01/2017,,,,
1998,Amazonas,dec,196,01/01/1998,,,,
1999,Amazonas,dec,2,01/01/1999,,,,
2000,Amazonas,dec,60,01/01/2000,,,,
2001,Amazonas,dec,22,01/01/2001,,,,
2002,Amazonas,dec,44,01/01/2002,,,,
2003,Amazonas,dec,147,01/01/2003,,,,
2004,Amazonas,dec,53,01/01/2004,,,,
2005,Amazonas,dec,17,01/01/2005,,,,
2006,Amazonas,dec,23,01/01/2006,,,,
2007,Amazonas,dec,7,01/01/2007,,,,
2008,Amazonas,dec,0,01/01/2008,,,,
2009,Amazonas,dec,102,01/01/2009,,,,
2010,Amazonas,dec,123,01/01/2010,,,,
2011,Amazonas,dec,121,01/01/2011,,,,
2012,Amazonas,dec,80,01/01/2012,,,,
2013,Amazonas,dec,236,01/01/2013,,,,
2014,Amazonas,dec,293,01/01/2014,,,,
2015,Amazonas,dec,565,01/01/2015,,,,
2016,Amazonas,dec,133,01/01/2016,,,,
1998,Bahia,jan,0,01/01/1998,,,,
1999,Bahia,jan,114,01/01/1999,,,,
2000,Bahia,jan,31,01/01/2000,,,,
2001,Bahia,jan,24,01/01/2001,,,,
2002,Bahia,jan,125,01/01/2002,,,,
2003,Bahia,jan,439,01/01/2003,,,,
